1877.08,3.05,0.23,0.29,9.80,1877.63,4.39,70.10,5.21,6.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1877.09,3.24,0.22,0.30,9.70,1877.71,4.38,75.20,5.05,6.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1877.10,3.31,0.21,0.30,9.70,1877.79,4.37,76.82,4.83,6.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1877.11,3.26,0.20,0.30,9.51,1877.88,4.36,77.17,4.72,7.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1877.12,3.25,0.19,0.30,9.51,1877.96,4.35,76.94,4.50,7.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1878.01,3.25,0.19,0.30,9.23,1878.04,4.34,79.32,4.62,7.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1878.02,3.18,0.19,0.30,9.13,1878.13,4.33,78.42,4.64,7.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1878.03,3.24,0.19,0.30,8.94,1878.21,4.32,81.60,4.72,7.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1878.04,3.33,0.19,0.30,8.85,1878.29,4.31,84.76,4.75,7.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1878.05,3.34,0.19,0.30,8.56,1878.38,4.30,87.85,4.89,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1878.06,3.41,0.19,0.31,8.37,1878.46,4.29,91.73,4.98,8.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1878.07,3.48,0.18,0.31,8.47,1878.54,4.28,92.56,4.90,8.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1878.08,3.45,0.18,0.31,8.56,1878.63,4.27,90.75,4.82,8.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1878.09,3.52,0.18,0.31,8.56,1878.71,4.26,92.59,4.80,8.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1878.10,3.48,0.18,0.31,8.47,1878.79,4.25,92.56,4.83,8.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1878.11,3.47,0.18,0.31,8.37,1878.88,4.24,93.35,4.86,8.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1878.12,3.45,0.18,0.31,8.18,1878.96,4.23,94.97,4.95,8.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1879.01,3.58,0.18,0.32,8.28,1879.04,4.22,97.41,4.94,8.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1879.02,3.71,0.18,0.32,8.37,1879.13,4.20,99.80,4.93,8.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1879.03,3.65,0.19,0.33,8.28,1879.21,4.19,99.32,5.03,8.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1879.04,3.77,0.19,0.33,8.18,1879.29,4.17,103.78,5.14,9.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1879.05,3.94,0.19,0.34,8.18,1879.38,4.15,108.46,5.18,9.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1879.06,3.96,0.19,0.35,8.09,1879.46,4.14,110.29,5.29,9.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1879.07,4.04,0.19,0.35,8.18,1879.54,4.12,111.21,5.28,9.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1879.08,4.07,0.19,0.36,8.18,1879.63,4.10,112.03,5.32,9.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1879.09,4.22,0.20,0.36,8.47,1879.71,4.09,112.25,5.19,9.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
